Date,Category,Amount,Description
2024-09-13,Travel,813.08,Bill at H&M
2024-09-13,Travel,264.77,Top-up at Circle K
2024-09-13,Education,73.12,Course Fee at Spotify
2024-09-14,Subscriptions,8.3,Snacks at IKEA
2024-09-14,Food,8.39,Booking at Vodafone
2024-09-14,Food,14.08,Membership at Three
2024-09-14,Healthcare,67.45,Clothes at Three
2024-09-14,Miscellaneous,100.49,Taxi at Netflix
2024-09-14,Fitness,80.58,Snacks at Amazon
2024-09-14,Taxes,1990.89,Ticket at Tesco
2024-09-14,Fitness,132.07,Gadgets at Amazon
2024-09-14,Transport,6.24,Groceries at Airbnb
2024-09-14,Fitness,144.11,Taxi at Decathlon
2024-09-14,Healthcare,103.6,Top-up at Amazon
2024-09-14,Utilities,198.59,Transfer at Subway
2024-09-14,Healthcare,339.77,Workshop at Amazon
2024-09-14,Subscriptions,12.42,Shoes at Irish Rail
2024-09-14,Rent,1113.48,Course Fee at Zara
2024-09-14,Food,13.34,Course Fee at Tesco
2024-09-14,Utilities,119.72,Fuel at Eir
2024-09-14,Fitness,139.09,Transfer at IKEA
2024-09-14,Education,30.44,Payment at Irish Rail
2024-09-14,Healthcare,205.44,Lunch at Airbnb
2024-09-14,Education,61.53,Transfer at Bolt
2024-09-14,Gifts,169.99,Workshop at Aldi
2024-09-14,Utilities,63.47,Groceries at Lidl
2024-09-14,Insurance,354.72,Subscription at Tesco
2024-09-14,Rent,678.33,Fuel at Vodafone
2024-09-14,Dining Out,82.34,Purchase at H&M
2024-09-14,Entertainment,34.01,Renewal at Spotify
2024-09-14,Insurance,206.38,Hardware at Eir
2024-09-14,Entertainment,21.12,Pharmacy at SSE Airtricity
2024-09-14,Subscriptions,12.08,Taxi at Netflix
2024-09-14,Transport,8.89,Fuel at Electric Ireland
2024-09-14,Education,60.55,Groceries at IKEA
2024-09-14,Dining Out,38.86,Purchase at Apple
2024-09-14,Gifts,146.01,Booking at Dublin Bus
2024-09-14,Food,15.35,Transfer at H&M
2024-09-14,Subscriptions,13.41,Purchase at Tesco
2024-09-14,Fitness,49.5,Hardware at Dublin Bus
2024-09-14,Transport,13.54,Gadgets at Uber
2024-09-14,Healthcare,117.05,Bill at Starbucks
2024-09-14,Dining Out,20.77,Taxi at Just Eat
2024-09-14,Utilities,126.92,Bill at Shell
2024-09-14,Subscriptions,13.16,Fuel at Circle K
2024-09-14,Miscellaneous,52.35,Hardware at Uber
2024-09-14,Insurance,372.33,Booking at Amazon
2024-09-14,Fitness,21.04,Course Fee at Aer Lingus
2024-09-14,Shopping,363.88,Clothes at Three
2024-09-14,Education,323.88,Coffee at Vodafone
2024-09-14,Travel,437.42,Taxi at Uber
2024-09-14,Gifts,105.09,Clothes at SuperValu
2024-09-14,Healthcare,140.22,Pharmacy at Tesco
2024-09-14,Food,16.97,Top-up at Lidl
2024-09-14,Gifts,90.48,Booking at Boots
2024-09-15,Healthcare,157.63,Clothes at Apple
2024-09-15,Groceries,39.01,Transfer at Circle K
2024-09-15,Dining Out,11.03,Coffee at Irish Rail
2024-09-15,Utilities,114.54,Renewal at Electric Ireland
2024-09-15,Dining Out,17.31,Booking at Decathlon
2024-09-15,Subscriptions,7.01,Order at Zara
2024-09-15,Gifts,101.31,Payment at McDonald's
2024-09-15,Insurance,84.68,Pharmacy at Aer Lingus
2024-09-15,Shopping,23.56,Pharmacy at Decathlon
2024-09-15,Healthcare,164.0,Workshop at IKEA
2024-09-15,Rent,1853.92,Top-up at Electric Ireland
2024-09-15,Healthcare,244.8,Fuel at Apple
2024-09-15,Miscellaneous,92.85,Order at Bolt
2024-09-15,Entertainment,24.66,Shoes at Eir
2024-09-15,Transport,11.25,Pharmacy at Spotify
2024-09-15,Dining Out,24.17,Bill at H&M
2024-09-15,Food,12.78,Booking at Aldi
2024-09-15,Utilities,154.32,Shoes at Starbucks
2024-09-15,Taxes,1867.97,Membership at Electric Ireland
2024-09-15,Shopping,393.89,Transfer at SuperValu
2024-09-15,Groceries,82.82,Dinner at SSE Airtricity
2024-09-15,Shopping,108.8,Order at Circle K
2024-09-15,Subscriptions,7.52,Renewal at SuperValu
2024-09-15,Dining Out,22.33,Renewal at Just Eat
2024-09-15,Subscriptions,11.81,Clothes at Apple
2024-09-15,Miscellaneous,119.5,Coffee at Zara
2024-09-15,Miscellaneous,168.05,Membership at Airbnb
2024-09-15,Utilities,159.44,Order at SSE Airtricity
2024-09-15,Healthcare,63.02,Taxi at Subway
2024-09-15,Fitness,120.55,Transfer at Boots
2024-09-15,Dining Out,16.88,Pharmacy at Eir
2024-09-15,Insurance,219.46,Membership at KFC
2024-09-15,Groceries,76.64,Transfer at Electric Ireland
2024-09-15,Utilities,154.87,Top-up at Dublin Bus
2024-09-15,Gifts,46.27,Transfer at Dublin Bus
2024-09-15,Transport,14.71,Purchase at Bolt
2024-09-15,Groceries,148.35,Course Fee at SSE Airtricity
2024-09-15,Entertainment,32.68,Workshop at Decathlon
2024-09-15,Healthcare,67.56,Hardware at Apple
2024-09-15,Utilities,58.14,Lunch at Aer Lingus
2024-09-15,Rent,1617.99,Course Fee at SuperValu
2024-09-15,Utilities,57.05,Payment at Lidl
2024-09-15,Dining Out,96.53,Dinner at Amazon
2024-09-15,Fitness,121.93,Booking at Irish Rail
2024-09-15,Education,163.21,Hardware at Specsavers
2024-09-15,Dining Out,30.32,Subscription at Vodafone
2024-09-15,Fitness,21.27,Dinner at Ryanair
2024-09-15,Subscriptions,31.88,Subscription at Amazon
2024-09-15,Fitness,81.67,Top-up at Spotify
2024-09-15,Groceries,35.44,Top-up at Gym+Coffee
2024-09-15,Miscellaneous,45.83,Groceries at Shell
2024-09-15,Fitness,126.13,Renewal at Specsavers
2024-09-15,Subscriptions,22.46,Bill at Boots
2024-09-16,Education,475.02,Snacks at Eir
2024-09-16,Shopping,24.81,Workshop at H&M
2024-09-16,Travel,800.94,Payment at IKEA
2024-09-16,Education,390.69,Purchase at Subway
2024-09-16,Rent,737.27,Pharmacy at Vodafone
2024-09-16,Travel,131.9,Fuel at Three
2024-09-16,Subscriptions,15.97,Booking at Uber
2024-09-16,Shopping,277.23,Purchase at Just Eat
2024-09-16,Miscellaneous,86.63,Groceries at Spotify
2024-09-16,Gifts,201.2,Course Fee at Lidl
2024-09-16,Insurance,181.52,Subscription at Shell
2024-09-16,Utilities,40.06,Lunch at Decathlon
2024-09-16,Subscriptions,12.87,Gadgets at Boots
2024-09-16,Gifts,147.05,Fuel at SSE Airtricity
2024-09-16,Taxes,84.89,Fuel at Specsavers
2024-09-16,Miscellaneous,140.23,Groceries at Steam
2024-09-16,Taxes,920.65,Payment at H&M
2024-09-16,Food,19.51,Snacks at Lidl
2024-09-16,Education,139.42,Payment at Just Eat
2024-09-16,Entertainment,24.05,Ticket at Airbnb
2024-09-16,Taxes,740.97,Shoes at Eir
2024-09-16,Shopping,379.12,Coffee at Steam
2024-09-16,Groceries,57.39,Renewal at Uber
2024-09-16,Gifts,26.97,Coffee at Subway
2024-09-16,Insurance,335.41,Workshop at Electric Ireland
2024-09-16,Gifts,19.76,Hardware at Ryanair
2024-09-16,Utilities,219.78,Renewal at Tesco
2024-09-16,Entertainment,23.09,Membership at Tesco
2024-09-16,Dining Out,23.87,Gadgets at Amazon
2024-09-16,Travel,1094.38,Renewal at Electric Ireland
2024-09-16,Education,87.4,Groceries at Zara
2024-09-16,Gifts,92.76,Shoes at Tesco
2024-09-16,Dining Out,44.91,Order at Aldi
2024-09-16,Education,472.57,Renewal at Airbnb
2024-09-16,Shopping,433.59,Payment at SSE Airtricity
2024-09-16,Shopping,85.79,Course Fee at Amazon
2024-09-16,Dining Out,35.23,Dinner at Vodafone
2024-09-16,Transport,12.74,Course Fee at Specsavers
2024-09-16,Utilities,112.09,Coffee at Google
2024-09-16,Travel,218.59,Purchase at Tesco
2024-09-16,Groceries,90.22,Transfer at Eir
2024-09-16,Subscriptions,6.67,Shoes at Circle K
2024-09-16,Insurance,244.73,Shoes at Just Eat
2024-09-16,Utilities,185.22,Pharmacy at Boots
2024-09-17,Subscriptions,12.31,Lunch at Netflix
2024-09-17,Subscriptions,7.15,Ticket at Zara
2024-09-17,Transport,27.44,Hardware at Three
2024-09-17,Entertainment,28.62,Booking at Google
2024-09-17,Dining Out,26.6,Course Fee at Tesco
2024-09-17,Travel,643.94,Transfer at Dublin Bus
2024-09-17,Gifts,189.81,Dinner at Circle K
2024-09-17,Fitness,86.76,Order at Lidl
2024-09-17,Dining Out,39.26,Fuel at Steam
2024-09-17,Insurance,136.31,Taxi at Ryanair
2024-09-17,Rent,1766.51,Transfer at Google
2024-09-17,Education,465.07,Hardware at Decathlon
2024-09-17,Fitness,135.13,Dinner at Ryanair
2024-09-17,Gifts,134.15,Dinner at Starbucks
2024-09-17,Miscellaneous,122.18,Membership at McDonald's
2024-09-17,Fitness,79.78,Membership at Ryanair
2024-09-17,Fitness,22.1,Lunch at Tesco
2024-09-17,Education,74.55,Renewal at IKEA
2024-09-17,Subscriptions,21.86,Lunch at Steam
2024-09-17,Food,33.3,Course Fee at Irish Rail
2024-09-17,Utilities,182.32,Snacks at Spotify
2024-09-17,Food,10.55,Membership at Electric Ireland
2024-09-17,Dining Out,44.96,Dinner at Ryanair
2024-09-17,Utilities,78.08,Membership at Apple
2024-09-17,Taxes,437.43,Payment at Specsavers
2024-09-17,Fitness,125.44,Shoes at Shell
2024-09-17,Gifts,243.13,Top-up at KFC
2024-09-17,Utilities,226.26,Renewal at IKEA
2024-09-17,Insurance,103.73,Payment at Lidl
2024-09-17,Miscellaneous,105.56,Subscription at Three
2024-09-17,Insurance,356.63,Taxi at Circle K
2024-09-17,Groceries,40.2,Snacks at Boots
2024-09-17,Gifts,231.45,Clothes at Tesco
2024-09-17,Transport,8.94,Pharmacy at Spotify
2024-09-17,Rent,1560.71,Snacks at Uber
2024-09-17,Subscriptions,5.28,Top-up at Aer Lingus
2024-09-17,Education,191.34,Transfer at Starbucks
2024-09-17,Fitness,21.61,Coffee at Bolt
2024-09-17,Travel,84.62,Booking at Dublin Bus
2024-09-17,Fitness,108.13,Payment at Starbucks
2024-09-17,Dining Out,26.92,Order at Zara
2024-09-17,Transport,9.34,Lunch at Dublin Bus
2024-09-17,Insurance,365.42,Purchase at Boots
2024-09-17,Entertainment,36.43,Shoes at Google
2024-09-17,Gifts,228.1,Subscription at Netflix
2024-09-17,Education,146.01,Snacks at Specsavers
2024-09-17,Healthcare,183.06,Course Fee at Lidl
2024-09-17,Miscellaneous,162.61,Payment at H&M
2024-09-17,Insurance,268.79,Course Fee at Lidl
2024-09-18,Miscellaneous,155.05,Order at Netflix
2024-09-18,Dining Out,30.03,Taxi at Spotify
2024-09-18,Taxes,1858.64,Shoes at Circle K
2024-09-18,Groceries,33.46,Ticket at Aldi
2024-09-18,Healthcare,188.82,Workshop at McDonald's
2024-09-18,Insurance,348.38,Shoes at Starbucks
2024-09-18,Healthcare,49.38,Ticket at Starbucks
2024-09-18,Miscellaneous,126.71,Dinner at IKEA
2024-09-18,Utilities,146.38,Snacks at McDonald's
2024-09-18,Shopping,181.54,Hardware at Amazon
2024-09-18,Gifts,204.62,Groceries at Uber
2024-09-18,Healthcare,118.18,Taxi at IKEA
2024-09-18,Healthcare,169.47,Pharmacy at Airbnb
2024-09-18,Education,583.18,Ticket at Gym+Coffee
2024-09-18,Taxes,380.85,Renewal at Google
2024-09-18,Dining Out,51.39,Transfer at Gym+Coffee
2024-09-18,Gifts,75.63,Order at Spotify
2024-09-18,Healthcare,205.38,Transfer at Aldi
2024-09-18,Shopping,104.04,Bill at Electric Ireland
2024-09-18,Food,14.63,Pharmacy at SuperValu
2024-09-18,Entertainment,19.01,Membership at Ryanair
2024-09-18,Entertainment,27.91,Order at Subway
2024-09-18,Travel,1148.78,Workshop at SSE Airtricity
2024-09-18,Taxes,301.52,Shoes at Spotify
2024-09-18,Miscellaneous,58.24,Gadgets at Irish Water
2024-09-18,Insurance,368.73,Groceries at IKEA
2024-09-18,Shopping,245.66,Taxi at SSE Airtricity
2024-09-18,Dining Out,33.9,Purchase at Apple
2024-09-18,Utilities,216.63,Transfer at H&M
2024-09-18,Entertainment,43.53,Gadgets at Three
2024-09-18,Insurance,237.77,Bill at McDonald's
2024-09-18,Shopping,339.32,Ticket at Lidl
2024-09-18,Healthcare,383.57,Shoes at Dublin Bus
2024-09-18,Healthcare,123.76,Ticket at Lidl
2024-09-18,Dining Out,55.65,Groceries at SSE Airtricity
2024-09-18,Miscellaneous,50.42,Purchase at Ryanair
2024-09-18,Education,549.72,Subscription at Decathlon
2024-09-18,Shopping,494.99,Lunch at IKEA
2024-09-18,Dining Out,31.72,Fuel at Circle K
2024-09-18,Fitness,115.95,Ticket at Aldi
2024-09-18,Healthcare,233.96,Coffee at Aer Lingus
2024-09-18,Rent,683.98,Top-up at Amazon
2024-09-18,Rent,750.29,Subscription at Domino's
2024-09-18,Travel,446.82,Booking at Lidl
2024-09-18,Dining Out,44.62,Taxi at IKEA
2024-09-18,Groceries,79.48,Renewal at Starbucks
2024-09-18,Insurance,369.32,Lunch at Decathlon
2024-09-18,Travel,245.49,Purchase at Steam
2024-09-18,Utilities,178.5,Top-up at Shell
2024-09-18,Subscriptions,5.72,Hardware at Vodafone
2024-09-18,Subscriptions,12.59,Order at H&M
2024-09-18,Shopping,78.23,Fuel at Uber
2024-09-18,Healthcare,312.77,Clothes at Uber
2024-09-18,Entertainment,30.19,Subscription at Eir
2024-09-18,Shopping,339.25,Groceries at Decathlon
2024-09-18,Healthcare,138.61,Pharmacy at Ryanair
2024-09-18,Travel,290.65,Fuel at Steam
2024-09-19,Utilities,121.37,Fuel at Airbnb
2024-09-19,Healthcare,165.17,Ticket at Vodafone
2024-09-19,Dining Out,25.32,Shoes at SuperValu
2024-09-19,Education,231.64,Workshop at Airbnb
2024-09-19,Subscriptions,13.53,Top-up at Amazon
2024-09-19,Food,37.01,Pharmacy at Shell
2024-09-19,Healthcare,326.54,Subscription at Spotify
2024-09-19,Utilities,94.25,Subscription at Irish Water
2024-09-19,Travel,924.08,Shoes at Irish Rail
2024-09-19,Insurance,72.4,Hardware at Specsavers
2024-09-19,Subscriptions,15.85,Shoes at Subway
2024-09-19,Subscriptions,10.97,Clothes at H&M
2024-09-19,Rent,646.91,Workshop at Ryanair
2024-09-19,Healthcare,72.21,Renewal at H&M
2024-09-19,Subscriptions,6.86,Bill at Bolt
2024-09-19,Entertainment,12.39,Top-up at Aldi
2024-09-19,Education,310.41,Bill at Just Eat
2024-09-19,Shopping,173.61,Ticket at Vodafone
2024-09-19,Subscriptions,21.6,Groceries at Shell
2024-09-19,Subscriptions,21.37,Taxi at Amazon
2024-09-19,Groceries,32.09,Gadgets at Aldi
2024-09-19,Subscriptions,12.83,Payment at Uber
2024-09-19,Gifts,149.35,Groceries at Lidl
2024-09-19,Entertainment,44.12,Shoes at Irish Rail
2024-09-19,Miscellaneous,27.05,Bill at Gym+Coffee
2024-09-19,Transport,13.33,Dinner at Circle K
2024-09-19,Subscriptions,6.39,Course Fee at Irish Rail
2024-09-19,Education,32.4,Dinner at Irish Water
2024-09-19,Gifts,236.73,Course Fee at H&M
2024-09-19,Healthcare,50.16,Booking at Shell
2024-09-19,Transport,9.24,Groceries at Circle K
2024-09-19,Groceries,95.77,Subscription at Netflix
2024-09-19,Fitness,60.64,Course Fee at Specsavers
2024-09-19,Healthcare,278.76,Snacks at Gym+Coffee
2024-09-19,Education,33.96,Ticket at Just Eat
2024-09-19,Utilities,148.68,Coffee at Specsavers
2024-09-19,Shopping,197.47,Bill at Zara
2024-09-19,Transport,15.91,Dinner at Irish Water
2024-09-19,Entertainment,13.12,Renewal at Amazon
2024-09-19,Fitness,14.47,Booking at Subway
2024-09-19,Insurance,82.04,Payment at KFC
2024-09-19,Travel,326.58,Gadgets at Bolt
2024-09-19,Entertainment,27.32,Subscription at KFC
2024-09-19,Food,13.93,Clothes at Aldi
2024-09-19,Dining Out,8.8,Fuel at Boots
2024-09-19,Shopping,227.43,Membership at Uber
2024-09-19,Subscriptions,16.21,Fuel at KFC
2024-09-19,Entertainment,43.82,Taxi at Airbnb
2024-09-19,Gifts,7.99,Order at Zara
2024-09-19,Food,16.96,Workshop at Vodafone
2024-09-19,Insurance,384.32,Shoes at Zara
2024-09-20,Taxes,929.09,Subscription at Eir
2024-09-20,Miscellaneous,142.21,Transfer at Electric Ireland
2024-09-20,Dining Out,21.83,Renewal at Bolt
2024-09-20,Subscriptions,9.22,Payment at Eir
2024-09-20,Entertainment,28.99,Clothes at SSE Airtricity
2024-09-20,Miscellaneous,122.74,Gadgets at Google
2024-09-20,Fitness,34.51,Coffee at SuperValu
2024-09-20,Entertainment,33.27,Renewal at Irish Water
2024-09-20,Fitness,127.41,Fuel at Decathlon
2024-09-20,Food,17.94,Shoes at Tesco
2024-09-20,Taxes,107.84,Hardware at Aldi
2024-09-20,Shopping,98.99,Membership at Tesco
2024-09-20,Travel,704.16,Coffee at Spotify
2024-09-20,Food,21.74,Renewal at Tesco
2024-09-20,Utilities,188.21,Groceries at Dublin Bus
2024-09-20,Shopping,100.14,Course Fee at Steam
2024-09-20,Utilities,41.27,Transfer at Three
2024-09-20,Education,422.86,Workshop at Google
2024-09-20,Groceries,48.48,Clothes at SuperValu
2024-09-20,Transport,17.31,Shoes at Vodafone
2024-09-20,Entertainment,12.18,Payment at Subway
2024-09-20,Healthcare,212.25,Booking at Electric Ireland
2024-09-20,Shopping,441.78,Transfer at Dublin Bus
2024-09-20,Entertainment,49.82,Groceries at IKEA
2024-09-20,Utilities,241.7,Hardware at Ryanair
2024-09-20,Utilities,136.07,Clothes at Electric Ireland
2024-09-20,Groceries,63.83,Course Fee at Netflix
2024-09-20,Transport,12.36,Purchase at Shell
2024-09-20,Miscellaneous,28.95,Taxi at Vodafone
2024-09-20,Shopping,159.11,Membership at Tesco
2024-09-20,Dining Out,51.52,Booking at Boots
2024-09-20,Education,582.37,Top-up at Amazon
2024-09-20,Miscellaneous,114.47,Bill at Electric Ireland
2024-09-20,Gifts,230.98,Bill at KFC
2024-09-20,Healthcare,255.76,Payment at Specsavers
2024-09-20,Shopping,226.23,Clothes at Amazon
2024-09-20,Rent,2104.8,Dinner at Boots
2024-09-20,Entertainment,72.98,Snacks at McDonald's
2024-09-20,Fitness,114.57,Ticket at Shell
2024-09-20,Fitness,101.87,Shoes at SuperValu
2024-09-20,Rent,957.07,Membership at IKEA
2024-09-20,Rent,761.78,Transfer at Ryanair
2024-09-20,Insurance,347.41,Booking at McDonald's
2024-09-20,Miscellaneous,18.75,Course Fee at Subway
2024-09-20,Education,448.14,Workshop at SSE Airtricity
2024-09-20,Travel,1075.13,Purchase at McDonald's
2024-09-20,Subscriptions,11.66,Workshop at KFC
2024-09-20,Fitness,62.51,Coffee at SSE Airtricity
2024-09-20,Shopping,209.49,Payment at Uber
2024-09-20,Rent,1580.2,Subscription at Specsavers
2024-09-20,Miscellaneous,188.53,Bill at Bolt
2024-09-20,Food,24.76,Booking at Steam
2024-09-20,Entertainment,50.14,Order at SSE Airtricity
2024-09-20,Taxes,263.93,Groceries at Circle K
2024-09-20,Groceries,68.14,Ticket at SuperValu
2024-09-20,Miscellaneous,126.53,Pharmacy at Tesco
2024-09-20,Utilities,114.57,Gadgets at Vodafone
2024-09-20,Healthcare,133.0,Taxi at SuperValu
2024-09-20,Entertainment,35.27,Bill at Shell
2024-09-20,Education,296.39,Fuel at Zara
2024-09-20,Healthcare,18.04,Dinner at Ryanair
2024-09-20,Miscellaneous,58.16,Gadgets at Gym+Coffee
2024-09-21,Healthcare,241.07,Gadgets at Airbnb
2024-09-21,Subscriptions,13.98,Purchase at Starbucks
2024-09-21,Insurance,379.14,Shoes at Amazon
2024-09-21,Healthcare,63.51,Dinner at Vodafone
2024-09-21,Rent,784.67,Purchase at Domino's
2024-09-21,Taxes,623.55,Gadgets at Just Eat
2024-09-21,Subscriptions,20.23,Taxi at Aldi
2024-09-21,Groceries,57.98,Pharmacy at Shell
2024-09-21,Groceries,44.68,Membership at Circle K
2024-09-21,Healthcare,227.4,Booking at Amazon
2024-09-21,Fitness,30.58,Booking at Irish Water
2024-09-21,Insurance,189.77,Membership at SuperValu
2024-09-21,Insurance,101.5,Subscription at Irish Rail
2024-09-21,Groceries,112.44,Purchase at Apple
2024-09-21,Gifts,196.92,Groceries at Dublin Bus
2024-09-21,Food,24.2,Workshop at Steam
2024-09-21,Transport,26.02,Workshop at Decathlon
2024-09-21,Insurance,96.65,Ticket at Google
2024-09-21,Food,37.38,Renewal at Irish Rail
2024-09-21,Healthcare,171.41,Shoes at Eir
2024-09-21,Travel,582.19,Groceries at Gym+Coffee
2024-09-21,Food,22.59,Workshop at Eir
2024-09-21,Gifts,17.7,Shoes at Amazon
2024-09-21,Dining Out,36.65,Snacks at Bolt
2024-09-21,Transport,18.61,Workshop at Lidl
2024-09-21,Utilities,197.99,Purchase at SSE Airtricity
2024-09-21,Shopping,83.73,Coffee at Electric Ireland
2024-09-21,Dining Out,28.03,Coffee at Irish Water
2024-09-21,Miscellaneous,123.69,Groceries at KFC
2024-09-21,Subscriptions,4.87,Booking at Dublin Bus
2024-09-21,Taxes,1736.36,Renewal at Specsavers
2024-09-21,Groceries,16.25,Snacks at Dublin Bus
2024-09-21,Fitness,142.18,Membership at Decathlon
2024-09-21,Miscellaneous,192.97,Subscription at H&M
2024-09-21,Rent,1294.54,Snacks at Lidl
2024-09-21,Fitness,37.61,Lunch at Three
2024-09-21,Subscriptions,29.23,Workshop at Irish Rail
2024-09-21,Education,23.75,Dinner at Decathlon
2024-09-21,Travel,530.48,Payment at Lidl
2024-09-22,Gifts,34.83,Fuel at Vodafone
2024-09-22,Shopping,107.77,Subscription at Zara
2024-09-22,Education,391.94,Gadgets at Gym+Coffee
2024-09-22,Taxes,775.02,Top-up at KFC
2024-09-22,Healthcare,173.46,Gadgets at Amazon
2024-09-22,Taxes,849.81,Dinner at SSE Airtricity
2024-09-22,Fitness,50.57,Taxi at Boots
2024-09-22,Fitness,141.1,Bill at Apple
2024-09-22,Gifts,194.23,Transfer at Aldi
2024-09-22,Dining Out,31.65,Coffee at Dublin Bus
2024-09-22,Taxes,201.1,Lunch at Subway
2024-09-22,Subscriptions,9.87,Hardware at Google
2024-09-22,Dining Out,39.45,Groceries at SSE Airtricity
2024-09-22,Miscellaneous,121.86,Groceries at Vodafone
2024-09-22,Shopping,292.39,Pharmacy at Dublin Bus
2024-09-22,Food,5.59,Coffee at KFC
2024-09-22,Dining Out,37.31,Subscription at Gym+Coffee
2024-09-22,Healthcare,161.95,Order at Vodafone
2024-09-22,Fitness,147.1,Renewal at McDonald's
2024-09-22,Shopping,68.94,Lunch at Amazon
2024-09-22,Subscriptions,8.4,Membership at Domino's
2024-09-22,Entertainment,50.02,Taxi at Ryanair
2024-09-22,Transport,15.81,Ticket at Steam
2024-09-22,Travel,396.58,Membership at Three
2024-09-22,Food,20.87,Ticket at Steam
2024-09-22,Gifts,128.2,Renewal at Subway
2024-09-22,Rent,1611.11,Clothes at Google
2024-09-22,Insurance,332.29,Course Fee at Starbucks
2024-09-22,Healthcare,355.69,Coffee at Domino's
2024-09-22,Healthcare,201.76,Clothes at Netflix
2024-09-22,Transport,14.42,Booking at Eir
2024-09-22,Fitness,94.47,Taxi at Apple
2024-09-22,Travel,412.79,Top-up at Starbucks
2024-09-22,Dining Out,42.82,Lunch at Tesco
2024-09-22,Groceries,89.41,Workshop at Gym+Coffee
2024-09-22,Subscriptions,10.34,Fuel at Airbnb
2024-09-22,Taxes,1196.26,Purchase at Dublin Bus
2024-09-22,Dining Out,23.29,Booking at Zara
2024-09-22,Healthcare,224.82,Purchase at Decathlon
2024-09-22,Miscellaneous,78.89,Transfer at Three
2024-09-22,Healthcare,44.65,Subscription at Aer Lingus
2024-09-22,Healthcare,254.63,Coffee at Irish Water
